FullGeneName,GeneID,SortIndex,Uniprot ID,GeneName,Length (bp),PZ,OrthologID_D,OrthologID_CM,Product,Mass (kD),Function,Mem true,Hyp true,DNA true,Secr true,Inc true,Protein Family,EB,RB,Microarray,PDB ID,PDB,PDBImageURL,AlphaFold ID,AFImageURL,Version,Structural homology (Foldseek),Biological Process,Cellular Component,Molecular Function,Subcellular Location,Subunit Structure,LastEdited,EditedByName,Favorite
 CTL0271,CTL0271,262,A0A0H3MKD3,,242,,CT016,TC0284,SWIM-type domain-containing protein,26.7,Unknown,FALSE,TRUE,FALSE,FALSE,FALSE,,ND,ND,Late,,,,A0A0H3MKD3,,,,,,,,,,,
 CTL0272,CTL0272,263,A0A0H3MBI5,,433,,CT017,TC0285,SH3b domain-containing protein,47.7,Unknown,FALSE,TRUE,FALSE,FALSE,FALSE,,ND,97,Late,,,,A0A0H3MBI5,,,,,,,,,,,
 CTL0273,CTL0273,264,A0A0H3MB42,,157,,CT018,TC0286,Membrane protein,17.8,Unknown,FALSE,TRUE,FALSE,FALSE,FALSE,,ND,ND,Constitutive,,,,A0A0H3MB42,,,,,membrane [GO:0016020],,,,,,
ileS CTL0274,CTL0274,265,B0B9C6,ileS,1036,,CT019,TC0288,Isoleucine--tRNA ligase (EC 6.1.1.5) (Isoleucyl-tRNA synthetase) (IleRS),118.8,Translation,FALSE,FALSE,FALSE,FALSE,FALSE,"Class-I aminoacyl-tRNA synthetase family, IleS type 2 subfamily",42,NQ,Constitutive,,,,B0B9C6,,,,isoleucyl-tRNA aminoacylation [GO:0006428],cytoplasm [GO:0005737],aminoacyl-tRNA editing activity [GO:0002161]; ATP binding [GO:0005524]; isoleucine-tRNA ligase activity [GO:0004822]; tRNA binding [GO:0000049]; zinc ion binding [GO:0008270],Cytoplasm {ECO:0000255|HAMAP-Rule:MF_02003}.,Monomer. {ECO:0000255|HAMAP-Rule:MF_02003}.,,,
lepB CTL0275,CTL0275,266,A0A0H3MGK5,lepB,628,,CT020,TC0289,Signal peptidase I (EC 3.4.21.89),71.5,Cell processes,TRUE,FALSE,FALSE,FALSE,FALSE,Peptidase S26 family,73,74,Constitutive,,,,A0A0H3MGK5,,,,signal peptide processing [GO:0006465],membrane [GO:0016020],serine-type endopeptidase activity [GO:0004252],Membrane {ECO:0000256|RuleBase:RU362042}; Single-pass type II membrane protein {ECO:0000256|RuleBase:RU362042}.,,,,
 CTL0276,CTL0276,267,A0A0H3MCU1,,247,,CT021,TC0290,Exported protein,28.2,Unknown,FALSE,TRUE,FALSE,FALSE,FALSE,,ND,ND,Constitutive,6UXD;,6UXD,https://cdn.rcsb.org/images/structures/6uxd_assembly-1.jpeg,A0A0H3MCU1,,,,,,,,,,,
rpmE2 CTL0277,CTL0277,268,B0B9C9,rpmE2,108,,CT022,TC0291,Large ribosomal subunit protein bL31B (50S ribosomal protein L31 type B),12.2,Translation,FALSE,FALSE,FALSE,FALSE,FALSE,"Bacterial ribosomal protein bL31 family, Type B subfamily",52,60,Constitutive,,,,B0B9C9,,,,translation [GO:0006412],ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840],structural constituent of ribosome [GO:0003735],,Part of the 50S ribosomal subunit. {ECO:0000255|HAMAP-Rule:MF_00502}.,,,
prfA CTL0278,CTL0278,269,B0B9D0,prfA,359,,CT023,TC0292,Peptide chain release factor 1 (RF-1),40.0,Translation,FALSE,FALSE,FALSE,FALSE,FALSE,Prokaryotic/mitochondrial release factor family,44,ND,Constitutive,,,,B0B9D0,,,,,cytoplasm [GO:0005737],"translation release factor activity, codon specific [GO:0016149]",Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00093}.,,,,
prmC CTL0279,CTL0279,270,B0B9D1,prmC,290,,CT024,TC0293,Release factor glutamine methyltransferase (RF MTase) (EC 2.1.1.297) (N5-glutamine methyltransferase PrmC) (Protein-(glutamine-N5) MTase PrmC) (Protein-glutamine N-methyltransferase PrmC),32.8,Replication,FALSE,FALSE,TRUE,FALSE,FALSE,"Protein N5-glutamine methyltransferase family, PrmC subfamily",ND,ND,Constitutive,,,,B0B9D1,,,,peptidyl-glutamine methylation [GO:0018364]; protein methylation [GO:0006479],,nucleic acid binding [GO:0003676]; protein methyltransferase activity [GO:0008276]; protein-(glutamine-N5) methyltransferase activity [GO:0102559]; protein-glutamine N-methyltransferase activity [GO:0036009]; S-adenosylmethionine-dependent methyltransferase activity [GO:0008757],,,,,
ffh CTL0280,CTL0280,271,A0A0H3MKD7,ffh,448,,CT025,TC0294,signal-recognition-particle GTPase (EC 3.6.5.4),49.7,Cell processes,FALSE,FALSE,FALSE,FALSE,FALSE,"GTP-binding SRP family, SRP54 subfamily",NQ,ND,Constitutive,,,,A0A0H3MKD7,,,,SRP-dependent cotranslational protein targeting to membrane [GO:0006614],signal recognition particle [GO:0048500],7S RNA binding [GO:0008312]; ATP hydrolysis activity [GO:0016887]; GTP binding [GO:0005525]; GTPase activity [GO:0003924],Cytoplasm {ECO:0000256|ARBA:ARBA00004496}.,,,,
rpsP CTL0281,CTL0281,272,B0B9D3,rpsP,116,,CT026,TC0295,Small ribosomal subunit protein bS16 (30S ribosomal protein S16),13.4,Translation,FALSE,FALSE,FALSE,FALSE,FALSE,Bacterial ribosomal protein bS16 family,63,58,Constitutive,,,,B0B9D3,,,,translation [GO:0006412],cytoplasm [GO:0005737]; ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840],structural constituent of ribosome [GO:0003735],,,,,
trmD CTL0282,CTL0282,273,B0B9D4,trmD,352,,CT027,TC0296,tRNA (guanine-N(1)-)-methyltransferase (EC 2.1.1.228) (M1G-methyltransferase) (tRNA [GM37] methyltransferase),39.8,Translation,FALSE,FALSE,FALSE,FALSE,FALSE,RNA methyltransferase TrmD family,12,ND,Constitutive,,,,B0B9D4,,,,methylation [GO:0032259]; tRNA modification [GO:0006400],cytoplasm [GO:0005737],tRNA (guanine(37)-N1)-methyltransferase activity [GO:0052906],Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00605}.,Homodimer. {ECO:0000255|HAMAP-Rule:MF_00605}.,,,
rplS CTL0283,CTL0283,274,B0B9D5,rplS,121,,CT028,TC0297,Large ribosomal subunit protein bL19 (50S ribosomal protein L19),13.1,Translation,FALSE,FALSE,FALSE,FALSE,FALSE,Bacterial ribosomal protein bL19 family,19,157,Constitutive,,,,B0B9D5,,,,translation [GO:0006412],ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840],structural constituent of ribosome [GO:0003735],,,,,
rnhB CTL0284,CTL0284,275,B0B9D6,rnhB,217,,CT029,TC0298,Ribonuclease HII (RNase HII) (EC 3.1.26.4),24.0,Transcription,FALSE,FALSE,TRUE,FALSE,FALSE,RNase HII family,ND,ND,Constitutive,,,,B0B9D6,,,,RNA catabolic process [GO:0006401],cytoplasm [GO:0005737],manganese ion binding [GO:0030145]; RNA binding [GO:0003723]; RNA-DNA hybrid ribonuclease activity [GO:0004523],Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00052}.,,,,
gmk CTL0285,CTL0285,276,A0A0H3MBI9,gmk,205,,CT030,TC0299,Guanylate kinase (EC 2.7.4.8) (GMP kinase),23.1,Nucleotide metabolism,FALSE,FALSE,FALSE,FALSE,FALSE,Guanylate kinase family,28,ND,Constitutive,,,,A0A0H3MBI9,,,,phosphorylation [GO:0016310],cytoplasm [GO:0005737],ATP binding [GO:0005524]; guanylate kinase activity [GO:0004385],Cytoplasm {ECO:0000256|HAMAP-Rule:MF_00328}.,,,,
 CTL0286,CTL0286,277,A0A0H3MB49,,100,,CT031,TC0300,Uncharacterized protein,11.7,Unknown,FALSE,TRUE,FALSE,FALSE,FALSE,,48,NQ,Constitutive,,,,A0A0H3MB49,,,,,,,,,,,
metG CTL0287,CTL0287,278,B0B9D9,metG,550,,CT032,TC0301,Methionine--tRNA ligase (EC 6.1.1.10) (Methionyl-tRNA synthetase) (MetRS),62.7,Translation,FALSE,FALSE,FALSE,FALSE,FALSE,"Class-I aminoacyl-tRNA synthetase family, MetG type 1 subfamily",75,NQ,Constitutive,,,,B0B9D9,,,,methionyl-tRNA aminoacylation [GO:0006431],cytoplasm [GO:0005737],ATP binding [GO:0005524]; metal ion binding [GO:0046872]; methionine-tRNA ligase activity [GO:0004825],Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00098}.,Monomer. {ECO:0000255|HAMAP-Rule:MF_00098}.,,,
recD CTL0288,CTL0288,279,A0A0H3MGL0,recD,746,,CT033,TC0302,ATP-dependent RecD-like DNA helicase (EC 3.6.4.12),83.6,Replication,FALSE,FALSE,TRUE,FALSE,FALSE,"RecD family, RecD-like subfamily",ND,ND,Constitutive,,,,A0A0H3MGL0,,,,,,5'-3' DNA helicase activity [GO:0043139]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; DNA binding [GO:0003677],,,,,
 CTL0289,CTL0289,280,A0A0H3MCU6,,326,,CT034,TC0303,Membrane transport/efflux protein,36.1,Membrane transport,FALSE,FALSE,FALSE,FALSE,FALSE,,ND,ND,Constitutive,,,,A0A0H3MCU6,,,,,membrane [GO:0016020],,,,,,
 CTL0290,CTL0290,281,A0A0H3MKE2,,257,,CT035,TC0305,Biotin-protein ligase N-terminal domain-containing protein,28.6,Unknown,FALSE,TRUE,FALSE,FALSE,FALSE,,ND,ND,Very_Late,,,,A0A0H3MKE2,,,,,,,,,,,
 CTL0291,CTL0291,282,A0A0H3MBJ3,,385,,CT036,TC0306,Exported protein,43.2,Inclusion membrane protein,TRUE,FALSE,FALSE,TRUE,TRUE,,ND,ND,Constitutive,,,,A0A0H3MBJ3,,,,,membrane [GO:0016020],,,,,,
 CTL0293,CTL0293,283,A0A0H3MB53,,114,,CT038,TC0308,Membrane protein,13.5,Unknown,FALSE,TRUE,FALSE,FALSE,FALSE,,ND,ND,Constitutive,,,,A0A0H3MB53,,,,,membrane [GO:0016020],,,,,,
dcd CTL0294,CTL0294,284,B0B9E6,dcd,190,,CT039,TC0309,dCTP deaminase (EC 3.5.4.13) (Deoxycytidine triphosphate deaminase),21.4,Nucleotide metabolism,FALSE,FALSE,FALSE,FALSE,FALSE,DCTP deaminase family,ND,NQ,Constitutive,,,,B0B9E6,,,,dUMP biosynthetic process [GO:0006226]; dUTP biosynthetic process [GO:0006229],,dCTP deaminase activity [GO:0008829]; nucleotide binding [GO:0000166],,Homotrimer. {ECO:0000255|HAMAP-Rule:MF_00146}.,,,
 CTL0295,CTL0295,285,A0A0H3MGL4,,50,,CT039,,Uncharacterized protein,5.7,Nucleotide metabolism,FALSE,FALSE,FALSE,FALSE,FALSE,,ND,ND,ND,,,,A0A0H3MGL4,,,,,,,,,,,
ruvB CTL0296,CTL0296,286,B0B9E8,ruvB,334,,CT040,TC0310,Holliday junction branch migration complex subunit RuvB (EC 3.6.4.12),37.3,Replication,FALSE,FALSE,TRUE,FALSE,FALSE,RuvB family,NQ,ND,Late,,,,B0B9E8,,,,DNA recombination [GO:0006310]; DNA repair [GO:0006281],cytoplasm [GO:0005737]; Holliday junction resolvase complex [GO:0048476],ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; four-way junction DNA binding [GO:0000400]; four-way junction helicase activity [GO:0009378],Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00016}.,Homohexamer. Forms an RuvA(8)-RuvB(12)-Holliday junction (HJ) complex. HJ DNA is sandwiched between 2 RuvA tetramers; dsDNA enters through RuvA and exits via RuvB. An RuvB hexamer assembles on each DNA strand where it exits the tetramer. Each RuvB hexamer is contacted by two RuvA subunits (via domain III) on 2 adjacent RuvB subunits; this complex drives branch migration. In the full resolvosome a probable DNA-RuvA(4)-RuvB(12)-RuvC(2) complex forms which resolves the HJ. {ECO:0000255|HAMAP-Rule:MF_00016}.,,,
 CTL0297,CTL0297,287,A0A0H3MCV0,,270,,CT041,TC0311,Exported protein,29.9,Unknown,FALSE,TRUE,FALSE,FALSE,FALSE,,NQ,118,Late,,,,A0A0H3MCV0,,,,,,,,,,,
 CTL0298,CTL0298,288,A0A0H3MKE7,,666,,CT042,TC0312,Glycosyl hydrolase,76.1,Inermediary metabolism,FALSE,FALSE,FALSE,FALSE,FALSE,,29,ND,Constitutive,,,,A0A0H3MKE7,,,,carbohydrate metabolic process [GO:0005975]; macromolecule metabolic process [GO:0043170],,"hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]",,,,,
 CTL0299,CTL0299,289,A0A0H3MBJ5,,167,,CT043,TC0313,Type III secretion system chaperone,18.4,Type III secretion,FALSE,FALSE,FALSE,FALSE,FALSE,,181,95,Mid_Late,,,,A0A0H3MBJ5,,,,protein secretion by the type III secretion system [GO:0030254],,,,,,,
ssb CTL0300,CTL0300,290,A0A0H3MB58,ssb,157,,CT044,TC0314,Single-stranded DNA-binding protein (SSB),17.1,Replication,FALSE,FALSE,TRUE,FALSE,FALSE,,ND,ND,,,,,A0A0H3MB58,,,,DNA replication [GO:0006260],,single-stranded DNA binding [GO:0003697],,Homotetramer. {ECO:0000256|HAMAP-Rule:MF_00984}.,,,
pepA CTL0301,CTL0301,291,B0B9F3,pepA,499,,CT045,TC0315,Probable cytosol aminopeptidase (EC 3.4.11.1) (Leucine aminopeptidase) (LAP) (EC 3.4.11.10) (Leucyl aminopeptidase),54.2,Translation,FALSE,FALSE,FALSE,FALSE,FALSE,Peptidase M17 family,176,75,Mid_Late,,,,B0B9F3,,,,proteolysis [GO:0006508],cytoplasm [GO:0005737],manganese ion binding [GO:0030145]; metalloaminopeptidase activity [GO:0070006],Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00181}.,,,,
hctB CTL0302,CTL0302,292,Q46397,hctB,221,,CT046,TC0316,Histone H1-like protein HC2 (HC2 nucleoprotein),23.5,Replication,FALSE,FALSE,TRUE,FALSE,FALSE,"Histone H1/H5 family, HCT subfamily",0.3,ND,Late,,,,Q46397,,,,chromosome condensation [GO:0030261],,DNA binding [GO:0003677]; structural constituent of chromatin [GO:0030527],,,,,
 CTL0303,CTL0303,293,A0A0H3MGL8,,314,,CT047,TC0317,"DNA polymerase III, delta subunit",35.8,Replication,FALSE,FALSE,TRUE,FALSE,FALSE,,ND,ND,Constitutive,,,,A0A0H3MGL8,,,,DNA replication [GO:0006260],,DNA binding [GO:0003677],,,,,
 CTL0304,CTL0304,294,A0A0H3MCV5,,237,,CT048,TC0318,Tetrapyrrole methylase domain-containing protein,26.5,Transcription,FALSE,FALSE,TRUE,FALSE,FALSE,,NQ,ND,Mid_Late,,,,A0A0H3MCV5,,,,methylation [GO:0032259]; rRNA processing [GO:0006364],cytoplasm [GO:0005737],methyltransferase activity [GO:0008168],,,,,
 CTL0305,CTL0305,295,A0A0H3MKF2,,490,,CT049,TC0319,Uncharacterized protein,50.8,Secreted effector,FALSE,FALSE,FALSE,TRUE,FALSE,,NQ,ND,Late,,,,A0A0H3MKF2,,,,,,,,,,,
 CTL0306,CTL0306,296,A0A0H3MBJ8,,555,,CT050,TC0320,Uncharacterized protein,58.9,Secreted effector,FALSE,FALSE,FALSE,TRUE,FALSE,,NQ,ND,Late,,,,A0A0H3MBJ8,,,,,,,,,,,
 CTL0307,CTL0307,297,A0A0H3MB79,,563,,CT051,TC0321,Uncharacterized protein,60.5,Unknown,FALSE,TRUE,FALSE,FALSE,FALSE,,8,ND,Late,,,,A0A0H3MB79,,,,,,,,,,,
hemN CTL0308,CTL0308,298,A0A0H3MGM2,hemN,376,,CT052,TC0322,Heme chaperone HemW,42.2,Cofactor metabolism,FALSE,FALSE,FALSE,FALSE,FALSE,"Anaerobic coproporphyrinogen-III oxidase family, HemW subfamily",ND,ND,Late,,,,A0A0H3MGM2,,,,porphyrin-containing compound biosynthetic process [GO:0006779],cytoplasm [GO:0005737],"4 iron, 4 sulfur cluster binding [GO:0051539]; coproporphyrinogen oxidase activity [GO:0004109]; metal ion binding [GO:0046872]",Cytoplasm {ECO:0000256|RuleBase:RU364116}.,,,,
 CTL0309,CTL0309,299,A0A0H3MCW0,,148,,CT053,TC0323,Uncharacterized protein,17.2,Unknown,FALSE,TRUE,FALSE,FALSE,FALSE,,44,ND,Mid_Late,,,,A0A0H3MCW0,,,,,,,,,,,
sucA CTL0310,CTL0310,300,A0A0H3MKF4,sucA,903,,CT054,TC0324,2-oxoglutarate dehydrogenase E1 component,102.6,Energy metabolism,FALSE,FALSE,FALSE,FALSE,FALSE,,52,ND,Constitutive,,,,A0A0H3MKF4,,,,tricarboxylic acid cycle [GO:0006099],,oxoglutarate dehydrogenase (succinyl-transferring) activity [GO:0004591]; thiamine pyrophosphate binding [GO:0030976],,,,,
sucB CTL0311,CTL0311,301,A0A0H3MBK1,sucB,365,,CT055,TC0325,Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex (EC 2.3.1.61) (2-oxoglutarate dehydrogenase complex component E2) (Dihydrolipoamide succinyltransferase component of 2-oxoglutarate dehydrogenase complex),40.3,Energy metabolism,FALSE,FALSE,FALSE,FALSE,FALSE,2-oxoacid dehydrogenase family,114,NQ,Constitutive,,,,A0A0H3MBK1,,,,L-lysine catabolic process to acetyl-CoA via saccharopine [GO:0033512]; tricarboxylic acid cycle [GO:0006099],oxoglutarate dehydrogenase complex [GO:0045252],dihydrolipoyllysine-residue succinyltransferase activity [GO:0004149],,,,,
 CTL0312,CTL0312,302,A0A0H3MBA5,,243,,CT056,TC0326,Purine nucleoside phosphorylase,27.4,Unknown,FALSE,TRUE,FALSE,FALSE,FALSE,Purine nucleoside phosphorylase YfiH/LACC1 family,ND,ND,Constitutive,,,,A0A0H3MBA5,,,,,,2'-deoxyadenosine deaminase activity [GO:0046936]; adenosine deaminase activity [GO:0004000]; metal ion binding [GO:0046872]; S-methyl-5-thioadenosine phosphorylase activity [GO:0017061],,,,,
ispG CTL0313,CTL0313,303,B0B9G5,ispG,602,,CT057,TC0327,4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin) (EC 1.17.7.3) (1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase),66.6,Inermediary metabolism,FALSE,FALSE,FALSE,FALSE,FALSE,IspG family,ND,ND,Constitutive,,,,B0B9G5,,,,"isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway [GO:0019288]; terpenoid biosynthetic process [GO:0016114]",,"4 iron, 4 sulfur cluster binding [GO:0051539]; 4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase activity [GO:0046429]; iron ion binding [GO:0005506]",,,,,
 CTL0314,CTL0314,304,A0A0H3MGM7,,363,,CT058,TC0328,Membrane protein,39.8,Unknown,FALSE,TRUE,FALSE,FALSE,FALSE,,ND,ND,Constitutive,,,,A0A0H3MGM7,,,,,membrane [GO:0016020],,,,,,
fer CTL0315,CTL0315,305,A0A0H3MCW5,fer,91,,CT059,TC0329,Ferredoxin,9.8,Energy metabolism,FALSE,FALSE,FALSE,FALSE,FALSE,,ND,ND,Constitutive,,,,A0A0H3MCW5,,,,,,"2 iron, 2 sulfur cluster binding [GO:0051537]",,,,,
flhA CTL0316,CTL0316,306,A0A0H3MKF9,flhA,605,,CT060,TC0330,Flagellar biosynthesis protein (Export),67.3,Type III secretion,FALSE,FALSE,FALSE,FALSE,FALSE,,ND,ND,Constitutive,,,,A0A0H3MKF9,,,,protein secretion [GO:0009306],membrane [GO:0016020],,,,,,
fliA CTL0317,CTL0317,307,A0A0H3MBK6,fliA,253,,CT061,TC0331,RNA polymerase sigma factor,28.9,Transcription,FALSE,FALSE,TRUE,FALSE,FALSE,,ND,ND,Constitutive,,,,A0A0H3MBK6,,,,DNA-templated transcription initiation [GO:0006352],,DNA binding [GO:0003677]; DNA-directed 5'-3' RNA polymerase activity [GO:0003899]; sigma factor activity [GO:0016987],,,,,
tyrS CTL0318,CTL0318,308,B0B9H0,tyrS,412,,CT062,TC0332,Tyrosine--tRNA ligase (EC 6.1.1.1) (Tyrosyl-tRNA synthetase) (TyrRS),45.4,Translation,FALSE,FALSE,FALSE,FALSE,FALSE,"Class-I aminoacyl-tRNA synthetase family, TyrS type 1 subfamily",92,32,Mid_Late,,,,B0B9H0,,,,tyrosyl-tRNA aminoacylation [GO:0006437],cytoplasm [GO:0005737],ATP binding [GO:0005524]; RNA binding [GO:0003723]; tyrosine-tRNA ligase activity [GO:0004831],Cytoplasm {ECO:0000255|HAMAP-Rule:MF_02006}.,Homodimer. {ECO:0000255|HAMAP-Rule:MF_02006}.,,,
gnd CTL0319,CTL0319,309,A0A0H3MBB5,gnd,480,,CT063,TC0333,"6-phosphogluconate dehydrogenase, decarboxylating (EC 1.1.1.44)",52.6,Energy metabolism,FALSE,FALSE,FALSE,FALSE,FALSE,6-phosphogluconate dehydrogenase family,71,ND,Constitutive,,,,A0A0H3MBB5,,,,D-gluconate metabolic process [GO:0019521]; organic acid catabolic process [GO:0016054]; pentose-phosphate shunt [GO:0006098],,NADP binding [GO:0050661]; phosphogluconate dehydrogenase (decarboxylating) activity [GO:0004616],,"Homodimer. {ECO:0000256|ARBA:ARBA00011738, ECO:0000256|PIRNR:PIRNR000109}.",,,
lepA CTL0320,CTL0320,310,B0B9H2,lepA,602,,CT064,TC0334,Elongation factor 4 (EF-4) (EC 3.6.5.n1) (Ribosomal back-translocase LepA),67.4,Cell processes,FALSE,FALSE,FALSE,FALSE,FALSE,"TRAFAC class translation factor GTPase superfamily, Classic translation factor GTPase family, LepA subfamily",17,ND,Constitutive,,,,B0B9H2,,,,positive regulation of translation [GO:0045727],plasma membrane [GO:0005886],GTP binding [GO:0005525]; GTPase activity [GO:0003924]; ribosome binding [GO:0043022]; translation elongation factor activity [GO:0003746],Cell inner membrane {ECO:0000255|HAMAP-Rule:MF_00071}; Peripheral membrane protein {ECO:0000255|HAMAP-Rule:MF_00071}; Cytoplasmic side {ECO:0000255|HAMAP-Rule:MF_00071}.,,,,
 CTL0321,CTL0321,311,A0A0H3MGN2,,528,,CT065,TC0335,"ADP,ATP carrier protein",58.1,Membrane transport,TRUE,FALSE,FALSE,FALSE,FALSE,ADP/ATP translocase tlc family,39,309,Constitutive,,,,A0A0H3MGN2,,,,,membrane [GO:0016020],ATP binding [GO:0005524]; ATP:ADP antiporter activity [GO:0005471],"Membrane {ECO:0000256|ARBA:ARBA00004141, ECO:0000256|RuleBase:RU363121}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141, ECO:0000256|RuleBase:RU363121}.",,,,
 CTL0322,CTL0322,312,A0A0H3MCX0,,158,,CT066,TC0336,DUF1018 domain-containing protein,17.9,Unknown,FALSE,TRUE,FALSE,FALSE,FALSE,,ND,195,Mid_Late,,,,A0A0H3MCX0,,,,,,,,,,,
 CTL0323,CTL0323,313,A0A0H3MKG4,,326,,CT067,TC0338,"ABC transport protein, solute binding component",37.1,Membrane transport,FALSE,FALSE,FALSE,FALSE,FALSE,Bacterial solute-binding protein 9 family,147,414,Constitutive,,,,A0A0H3MKG4,,,,cell adhesion [GO:0007155]; metal ion transport [GO:0030001],periplasmic space [GO:0042597],metal ion binding [GO:0046872],Periplasm {ECO:0000256|ARBA:ARBA00004418}.,,,,
 CTL0324,CTL0324,314,A0A0H3MBK9,,259,,CT068,TC0339,"ABC transport protein, ATP-binding component",28.9,Membrane transport,TRUE,FALSE,FALSE,FALSE,FALSE,,14,59,Constitutive,,,,A0A0H3MBK9,,,,,plasma membrane [GO:0005886],ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887],Cell inner membrane {ECO:0000256|ARBA:ARBA00004417}; Peripheral membrane protein {ECO:0000256|ARBA:ARBA00004417}. Membrane {ECO:0000256|ARBA:ARBA00004170}; Peripheral membrane protein {ECO:0000256|ARBA:ARBA00004170}.,,,,
 CTL0325,CTL0325,315,A0A0H3MBC0,,451,,CT069,TC0341,"ABC transport protein, membrane permease",51.1,Membrane transport,TRUE,FALSE,FALSE,FALSE,FALSE,ABC-3 integral membrane protein family,23,ND,Constitutive,,,,A0A0H3MBC0,,,,transmembrane transport [GO:0055085],ATP-binding cassette (ABC) transporter complex [GO:0043190],DNA-binding transcription factor activity [GO:0003700]; protein dimerization activity [GO:0046983]; transition metal ion binding [GO:0046914],Cell inner membrane {ECO:0000256|ARBA:ARBA00004429}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004429}. Cell membrane {ECO:0000256|RuleBase:RU003943}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU003943}. Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.,,,,
 CTL0326,CTL0326,316,A0A0H3MGN6,,318,,CT070,TC0342,"ABC transport protein, membrane permease",34.6,Membrane transport,TRUE,FALSE,FALSE,FALSE,FALSE,ABC-3 integral membrane protein family,ND,ND,Constitutive,,,,A0A0H3MGN6,,,,transmembrane transport [GO:0055085],ATP-binding cassette (ABC) transporter complex [GO:0043190],,Cell inner membrane {ECO:0000256|ARBA:ARBA00004429}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004429}. Cell membrane {ECO:0000256|RuleBase:RU003943}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU003943}. Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.,,,,
dxr CTL0327,CTL0327,317,B0B9H9,dxr,379,,CT071,TC0343,1-deoxy-D-xylulose 5-phosphate reductoisomerase (DXP reductoisomerase) (EC 1.1.1.267) (1-deoxyxylulose-5-phosphate reductoisomerase) (2-C-methyl-D-erythritol 4-phosphate synthase),41.8,Inermediary metabolism,FALSE,FALSE,FALSE,FALSE,FALSE,DXR family,NQ,ND,Constitutive,,,,B0B9H9,,,,"isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway [GO:0019288]; terpenoid biosynthetic process [GO:0016114]",,1-deoxy-D-xylulose-5-phosphate reductoisomerase activity [GO:0030604]; metal ion binding [GO:0046872]; NADPH binding [GO:0070402],,,,,
 CTL0328,CTL0328,318,A0A0H3MCX3,,619,,CT072,TC0344,Protease,69.3,Cell processes,TRUE,FALSE,FALSE,FALSE,FALSE,Peptidase M50B family,71,147,Constitutive,,,,A0A0H3MCX3,,,,proteolysis [GO:0006508],membrane [GO:0016020],metalloendopeptidase activity [GO:0004222],Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.,,,,
 CTL0329,CTL0329,319,A0A0H3MKG9,,325,,CT073,TC0345,Exported protein,36.5,Unknown,FALSE,TRUE,FALSE,FALSE,FALSE,,NQ,ND,Late,,,,A0A0H3MKG9,,,,,,,,,,,
recF CTL0330,CTL0330,320,B0B9I2,recF,365,,CT074,TC0346,DNA replication and repair protein RecF,41.2,Replication,FALSE,FALSE,TRUE,FALSE,FALSE,RecF family,ND,ND,Constitutive,,,,B0B9I2,,,,DNA repair [GO:0006281]; DNA replication [GO:0006260]; SOS response [GO:0009432],cytoplasm [GO:0005737],ATP binding [GO:0005524]; single-stranded DNA binding [GO:0003697],Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00365}.,,,,
