FullGeneName,GeneID,SortIndex,Uniprot ID,GeneName,Length (bp),PZ,OrthologID_D,OrthologID_L2,Product,Mass (kD),Function,Mem true,Hyp true,DNA true,Secr true,Inc true,Protein Family,PDB ID,PDB,PDBImageURL,AlphaFold ID,AFImageURL,Version,Structural homology (Foldseek),Biological Process,Cellular Component,Molecular Function,Subcellular Location,Subunit Structure,LastEdited,EditedByName,Favorite
sucC TC0208,TC0208,201,Q9PL99,sucC,386,,CT821,CTL0193,Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta),42.0,Energy metabolism,FALSE,FALSE,FALSE,FALSE,FALSE,Succinate/malate CoA ligase beta subunit family,,,,Q9PL99,,,,tricarboxylic acid cycle [GO:0006099],cytoplasm [GO:0005737],ATP binding [GO:0005524]; magnesium ion binding [GO:0000287]; succinate-CoA ligase (ADP-forming) activity [GO:0004775]; succinate-CoA ligase (GDP-forming) activity [GO:0004776],,Heterotetramer of two alpha and two beta subunits. {ECO:0000255|HAMAP-Rule:MF_00558}.,,,
sucD TC0209,TC0209,202,Q9PL98,sucD,291,,CT822,CTL0194,Succinate--CoA ligase [ADP-forming] subunit alpha (EC 6.2.1.5) (Succinyl-CoA synthetase subunit alpha) (SCS-alpha),30.3,Energy metabolism,FALSE,FALSE,FALSE,FALSE,FALSE,Succinate/malate CoA ligase alpha subunit family,,,,Q9PL98,,,,tricarboxylic acid cycle [GO:0006099],,nucleotide binding [GO:0000166]; succinate-CoA ligase (ADP-forming) activity [GO:0004775]; succinate-CoA ligase (GDP-forming) activity [GO:0004776],,"Heterotetramer of two alpha and two beta subunits. {ECO:0000256|HAMAP-Rule:MF_01988, ECO:0000256|RuleBase:RU000699}.",,,
htrA TC0210,TC0210,203,Q9PL97,htrA,497,,CT823,CTL0195,Probable periplasmic serine endoprotease DegP-like (EC 3.4.21.107) (Protease Do),53.3,Cell processes,FALSE,FALSE,FALSE,FALSE,FALSE,Peptidase S1C family,,,,Q9PL97,,,,proteolysis [GO:0006508],outer membrane-bounded periplasmic space [GO:0030288],serine-type endopeptidase activity [GO:0004252],Periplasm {ECO:0000305}.,,,,
 TC0211,TC0211,204,Q9PL96,,975,,CT824,CTL0196,"Metalloprotease, insulinase family",109.6,Cell processes,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,Q9PL96,,,,proteolysis [GO:0006508],,metal ion binding [GO:0046872]; metallopeptidase activity [GO:0008237],,,,,
rmuC TC0212,TC0212,205,Q9PL95,rmuC,425,,CT825,CTL0197,DNA recombination protein RmuC homolog,48.3,Replication,FALSE,FALSE,TRUE,FALSE,FALSE,RmuC family,,,,Q9PL95,,,,DNA recombination [GO:0006310],,,,,,,
 TC0213,TC0213,206,Q9PL94,,263,,CT826,CTL0198,"CDP-diacylglycerol--serine O-phosphatidyltransferase, putative",28.4,Lipid metabolism,TRUE,FALSE,FALSE,FALSE,FALSE,CDP-alcohol phosphatidyltransferase class-I family,,,,Q9PL94,,,,phospholipid biosynthetic process [GO:0008654],membrane [GO:0016020],"phosphotransferase activity, for other substituted phosphate groups [GO:0016780]",Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.,,,,
nrdA TC0214,TC0214,207,Q9PL93,nrdA,1047,,CT827,CTL0199,Ribonucleoside-diphosphate reductase subunit alpha (EC 1.17.4.1) (Ribonucleotide reductase),120.0,Nucleotide metabolism,FALSE,FALSE,FALSE,FALSE,FALSE,Ribonucleoside diphosphate reductase large chain family,,,,Q9PL93,,,,deoxyribonucleotide biosynthetic process [GO:0009263]; DNA replication [GO:0006260],,"ATP binding [GO:0005524]; ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor [GO:0004748]",,Tetramer of two alpha and two beta subunits. {ECO:0000250}.,,,
nrdB TC0215,TC0215,208,Q9PL92,nrdB,346,,CT828,CTL0200,Ribonucleoside-diphosphate reductase subunit beta (EC 1.17.4.1) (Ribonucleotide reductase small subunit),40.5,Nucleotide metabolism,FALSE,FALSE,FALSE,FALSE,FALSE,Ribonucleoside diphosphate reductase small chain family,,,,Q9PL92,,,,deoxyribonucleotide biosynthetic process [GO:0009263],,"metal ion binding [GO:0046872]; ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor [GO:0004748]",,Tetramer of two alpha and two beta subunits. {ECO:0000250}.,,,
trmB TC0216,TC0216,209,Q9PL91,trmB,224,,CT829,CTL0201,tRNA (guanine-N(7)-)-methyltransferase (EC 2.1.1.33) (tRNA (guanine(46)-N(7))-methyltransferase) (tRNA(m7G46)-methyltransferase),26.5,Translation,FALSE,FALSE,FALSE,FALSE,FALSE,"Class I-like SAM-binding methyltransferase superfamily, TrmB family",,,,Q9PL91,,,,,,tRNA (guanine(46)-N7)-methyltransferase activity [GO:0008176],,,,,
 TC0217,TC0217,210,Q9PL90,,194,,CT830,CTL0202,rRNA methyltransferase,21.9,Transcription,FALSE,FALSE,TRUE,FALSE,FALSE,,,,,Q9PL90,,,,,,,,,,,
murB TC0218,TC0218,211,Q9PL89,murB,296,,CT831,CTL0203,UDP-N-acetylenolpyruvoylglucosamine reductase (EC 1.3.1.98) (UDP-N-acetylmuramate dehydrogenase),31.9,Cell envelope,FALSE,FALSE,FALSE,FALSE,FALSE,MurB family,,,,Q9PL89,,,,cell cycle [GO:0007049]; cell division [GO:0051301]; cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360],cytoplasm [GO:0005737],FAD binding [GO:0071949]; UDP-N-acetylmuramate dehydrogenase activity [GO:0008762],Cytoplasm {ECO:0000250}.,,,,
nusB TC0219,TC0219,212,Q9PL88,nusB,164,,CT832,CTL0204,Transcription antitermination protein NusB (Antitermination factor NusB),18.1,Transcription,FALSE,FALSE,TRUE,FALSE,FALSE,NusB family,,,,Q9PL88,,,,DNA-templated transcription termination [GO:0006353]; transcription antitermination [GO:0031564],,RNA binding [GO:0003723],,,,,
 TC0220,TC0220,213,Q9PL87,,45,,,,Uncharacterized protein,5.7,Unknown,FALSE,TRUE,FALSE,FALSE,FALSE,,,,,Q9PL87,,,,,,,,,,,
infC TC0221,TC0221,214,Q9PL86,infC,186,,CT833,CTL0205,Translation initiation factor IF-3,21.1,Translation,FALSE,FALSE,FALSE,FALSE,FALSE,IF-3 family,,,,Q9PL86,,,,,cytoplasm [GO:0005737],translation initiation factor activity [GO:0003743],Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00080}.,Monomer. {ECO:0000255|HAMAP-Rule:MF_00080}.,,,
rpmI TC0222,TC0222,215,P66268,rpmI,64,,CT834,CTL0206,Large ribosomal subunit protein bL35 (50S ribosomal protein L35),7.3,Translation,FALSE,FALSE,FALSE,FALSE,FALSE,Bacterial ribosomal protein bL35 family,,,,P66268,,,,translation [GO:0006412],ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840],structural constituent of ribosome [GO:0003735],,,,,
rplT TC0223,TC0223,216,Q9PL84,rplT,123,,CT835,CTL0207,Large ribosomal subunit protein bL20 (50S ribosomal protein L20),13.9,Translation,FALSE,FALSE,FALSE,FALSE,FALSE,Bacterial ribosomal protein bL20 family,,,,Q9PL84,,,,translation [GO:0006412],ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840],rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735],,,,,
pheS TC0224,TC0224,217,Q9PL83,pheS,341,,CT836,CTL0208,Phenylalanine--tRNA ligase alpha subunit (EC 6.1.1.20) (Phenylalanyl-tRNA synthetase alpha subunit) (PheRS),38.8,Translation,FALSE,FALSE,FALSE,FALSE,FALSE,"Class-II aminoacyl-tRNA synthetase family, Phe-tRNA synthetase alpha subunit type 1 subfamily",,,,Q9PL83,,,,phenylalanyl-tRNA aminoacylation [GO:0006432],cytoplasm [GO:0005737],ATP binding [GO:0005524]; magnesium ion binding [GO:0000287]; phenylalanine-tRNA ligase activity [GO:0004826]; tRNA binding [GO:0000049],Cytoplasm {ECO:0000250}.,Tetramer of two alpha and two beta subunits. {ECO:0000250}.,,,
 TC0225,TC0225,218,Q9PL82,,658,,CT837,CTL0209,Calcium-binding protein,76.5,Unknown,FALSE,TRUE,FALSE,FALSE,FALSE,,,,,Q9PL82,,,,,,,,,,,
 TC0226,TC0226,219,Q9PL81,,366,,CT838,CTL0210,Permease,41.7,Membrane transport,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,Q9PL81,,,,,plasma membrane [GO:0005886],,Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.,,,,
 TC0227,TC0227,220,Q9PL80,,354,,CT839,CTL0211,Permease,40.1,Membrane transport,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,Q9PL80,,,,,plasma membrane [GO:0005886],,Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.,,,,
tilS TC0228,TC0228,221,Q9PL79,tilS,321,,CT840,CTL0212,tRNA(Ile)-lysidine synthase (EC 6.3.4.19) (tRNA(Ile)-2-lysyl-cytidine synthase) (tRNA(Ile)-lysidine synthetase),37.5,Translation,FALSE,FALSE,FALSE,FALSE,FALSE,TRNA(Ile)-lysidine synthase family,,,,Q9PL79,,,,tRNA modification [GO:0006400],cytoplasm [GO:0005737],"ATP binding [GO:0005524]; ligase activity, forming carbon-nitrogen bonds [GO:0016879]",Cytoplasm {ECO:0000255|HAMAP-Rule:MF_01161}.,,,,
ftsH TC0229,TC0229,222,Q9PL78,ftsH,920,,CT841,CTL0213,ATP-dependent zinc metalloprotease FtsH (EC 3.4.24.-),102.6,Cell processes,FALSE,FALSE,FALSE,FALSE,FALSE,AAA ATPase family; Peptidase M41 family; AAA ATPase family,,,,Q9PL78,,,,cell division [GO:0051301]; protein catabolic process [GO:0030163]; proteolysis [GO:0006508],plasma membrane [GO:0005886],ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATP-dependent peptidase activity [GO:0004176]; metalloendopeptidase activity [GO:0004222]; zinc ion binding [GO:0008270],Cell inner membrane {ECO:0000256|HAMAP-Rule:MF_01458}; Multi-pass membrane protein {ECO:0000256|HAMAP-Rule:MF_01458}; Cytoplasmic side {ECO:0000256|HAMAP-Rule:MF_01458}.,Homohexamer. {ECO:0000256|HAMAP-Rule:MF_01458}.,,,
pnp TC0230,TC0230,223,Q9PL77,pnp,693,,CT842,CTL0214,Polyribonucleotide nucleotidyltransferase (EC 2.7.7.8) (Polynucleotide phosphorylase) (PNPase),75.3,Transcription,FALSE,FALSE,TRUE,FALSE,FALSE,Polyribonucleotide nucleotidyltransferase family,,,,Q9PL77,,,,mRNA catabolic process [GO:0006402]; RNA processing [GO:0006396],cytoplasm [GO:0005737],magnesium ion binding [GO:0000287]; polyribonucleotide nucleotidyltransferase activity [GO:0004654]; RNA binding [GO:0003723],Cytoplasm {ECO:0000255|HAMAP-Rule:MF_01595}.,,,,
rpsO TC0231,TC0231,224,P66428,rpsO,89,,CT843,CTL0215,Small ribosomal subunit protein uS15 (30S ribosomal protein S15),10.4,Translation,FALSE,FALSE,FALSE,FALSE,FALSE,Universal ribosomal protein uS15 family,,,,P66428,,,,translation [GO:0006412],cytoplasm [GO:0005737]; ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840],rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735],,"Part of the 30S ribosomal subunit. Forms a bridge to the 50S subunit in the 70S ribosome, contacting the 23S rRNA. {ECO:0000255|HAMAP-Rule:MF_01343}.",,,
tadA TC0232,TC0232,225,Q9PL76,tadA,157,,CT844,CTL0216,tRNA-specific adenosine deaminase (EC 3.5.4.33),18.0,Nucleotide metabolism,FALSE,FALSE,FALSE,FALSE,FALSE,Cytidine and deoxycytidylate deaminase family,,,,Q9PL76,,,,tRNA wobble adenosine to inosine editing [GO:0002100],,tRNA-specific adenosine-34 deaminase activity [GO:0052717]; zinc ion binding [GO:0008270],,"Homodimer. {ECO:0000256|ARBA:ARBA00011738, ECO:0000256|HAMAP-Rule:MF_00972}.",,,
 TC0233,TC0233,226,Q9PL75,,92,,CT845,CTL0217,Uncharacterized protein,10.6,Unknown,FALSE,TRUE,FALSE,FALSE,FALSE,,,,,Q9PL75,,,,,,,,,,,
 TC0234,TC0234,227,Q9PL74,,234,,CT846,CTL0218,Integral membrane protein,27.2,Inclusion membrane protein,TRUE,FALSE,FALSE,TRUE,TRUE,,,,,Q9PL74,,,,,membrane [GO:0016020],,,,,,
 TC0235,TC0235,228,Q9PL73,,172,,CT847,CTL0219,Uncharacterized protein,18.9,Unknown,FALSE,TRUE,FALSE,FALSE,FALSE,,,,,Q9PL73,,,,,,,,,,,
 TC0236,TC0236,229,Q9PL72,,170,,CT848,CTL0220,Uncharacterized protein,18.5,Unknown,FALSE,TRUE,FALSE,FALSE,FALSE,,,,,Q9PL72,,,,,,,,,,,
 TC0237,TC0237,230,Q9PL71,,159,,CT849,CTL0221,DUF720 domain-containing protein,17.7,Unknown,FALSE,TRUE,FALSE,FALSE,FALSE,,,,,Q9PL71,,,,,,,,,,,
 TC0238,TC0238,231,Q9PL70,,62,,,CTL0222,Uncharacterized protein,6.9,Unknown,FALSE,TRUE,FALSE,FALSE,FALSE,,,,,Q9PL70,,,,,,,,,,,
 TC0239,TC0239,232,Q9PL69,,404,,CT850,CTL0223,Uncharacterized protein,46.2,Inclusion membrane protein,TRUE,FALSE,FALSE,TRUE,TRUE,,,,,Q9PL69,,,,,membrane [GO:0016020],,,,,,
map TC0240,TC0240,233,Q9PL68,map,291,,CT851,CTL0224,Methionine aminopeptidase (MAP) (MetAP) (EC 3.4.11.18) (Peptidase M),32.6,Translation,FALSE,FALSE,FALSE,FALSE,FALSE,"Peptidase M24A family, Methionine aminopeptidase type 1 subfamily",,,,Q9PL68,,,,proteolysis [GO:0006508],,initiator methionyl aminopeptidase activity [GO:0004239]; metalloaminopeptidase activity [GO:0070006]; transition metal ion binding [GO:0046914],,Monomer. {ECO:0000255|HAMAP-Rule:MF_01974}.,,,
 TC0241,TC0241,234,Q9PL67,,204,,CT852,CTL0225,UPF0056 membrane protein TC_0241,22.8,Unknown,TRUE,TRUE,FALSE,FALSE,FALSE,UPF0056 (MarC) family,,,,Q9PL67,,,,,plasma membrane [GO:0005886],,Cell membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.,,,,
 TC0242,TC0242,235,Q9PL66,,199,,CT853,CTL0226,UPF0056 inner membrane protein,21.5,Unknown,TRUE,TRUE,FALSE,FALSE,FALSE,UPF0056 (MarC) family,,,,Q9PL66,,,,,plasma membrane [GO:0005886],,Cell inner membrane {ECO:0000256|RuleBase:RU362048}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU362048}. Cell membrane {ECO:0000256|ARBA:ARBA00004651}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004651}. Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.,,,,
 TC0243,TC0243,236,Q9PL65,,587,,CT854,CTL0227,"ABC transporter, permease protein, putative",65.1,Membrane transport,TRUE,FALSE,FALSE,FALSE,FALSE,Binding-protein-dependent transport system permease family,,,,Q9PL65,,,,transmembrane transport [GO:0055085],plasma membrane [GO:0005886],,Cell membrane {ECO:0000256|RuleBase:RU363032}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU363032}. Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.,,,,
fumC TC0244,TC0244,237,Q9PL64,fumC,463,,,,Fumarate hydratase class II (Fumarase C) (EC 4.2.1.2) (Aerobic fumarase) (Iron-independent fumarase),50.4,Unknown,FALSE,TRUE,FALSE,FALSE,FALSE,"Class-II fumarase/aspartase family, Fumarase subfamily",,,,Q9PL64,,,,fumarate metabolic process [GO:0006106]; tricarboxylic acid cycle [GO:0006099],tricarboxylic acid cycle enzyme complex [GO:0045239],fumarate hydratase activity [GO:0004333],Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00743}.,Homotetramer. {ECO:0000255|HAMAP-Rule:MF_00743}.,,,
 TC0245,TC0245,238,Q9PL63,,605,,CT856,CTL0231,Sulfate transporter family protein,66.2,Membrane transport,TRUE,FALSE,FALSE,FALSE,FALSE,SLC26A/SulP transporter (TC 2.A.53) family,,,,Q9PL63,,,,inorganic anion transmembrane transport [GO:0098661],membrane [GO:0016020],monoatomic anion transmembrane transporter activity [GO:0008509],"Membrane {ECO:0000256|ARBA:ARBA00004141, ECO:0000256|RuleBase:RU362052}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141, ECO:0000256|RuleBase:RU362052}.",,,,
 TC0246,TC0246,239,Q9PL62,,133,,,,Uncharacterized protein,15.9,Unknown,FALSE,TRUE,FALSE,FALSE,FALSE,,,,,Q9PL62,,,,,,,,,,,
 TC0247,TC0247,240,Q9PL61,,427,,CT857,CTL0232,"Na+/H+ antiporter, putative",46.5,Membrane transport,TRUE,FALSE,FALSE,FALSE,FALSE,NhaD Na(+)/H(+) (TC 2.A.62) antiporter family,,,,Q9PL61,,,,sodium ion transport [GO:0006814],membrane [GO:0016020],antiporter activity [GO:0015297],Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.,,,,
 TC0248,TC0248,241,Q9PL60,,601,,CT858,CTL0233,Uncharacterized protein TC_0248,67.1,Secreted effector,FALSE,FALSE,FALSE,TRUE,FALSE,Chlamydial CPn_1016/CT_858/TC_0248 family,,,,Q9PL60,,,,proteolysis [GO:0006508],,serine-type peptidase activity [GO:0008236],,,,,
ispH TC0249,TC0249,242,Q9PL59,ispH,308,,CT859,CTL0234,4-hydroxy-3-methylbut-2-enyl diphosphate reductase (HMBPP reductase) (EC 1.17.7.4),34.0,Inermediary metabolism,FALSE,FALSE,FALSE,FALSE,FALSE,IspH family,,,,Q9PL59,,,,"dimethylallyl diphosphate biosynthetic process [GO:0050992]; isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway [GO:0019288]; terpenoid biosynthetic process [GO:0016114]",,"4 iron, 4 sulfur cluster binding [GO:0051539]; 4-hydroxy-3-methylbut-2-en-1-yl diphosphate reductase activity [GO:0051745]; metal ion binding [GO:0046872]",,,,,
 TC0250,TC0250,243,Q9PL58,,497,,CT860,CTL0235,Uncharacterized protein,55.6,Unknown,FALSE,TRUE,FALSE,FALSE,FALSE,,,,,Q9PL58,,,,,,,,,,,
 TC0251,TC0251,244,Q9PL57,,508,,CT861,CTL0236,Type III secretion translocator,56.3,Type III secretion,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,Q9PL57,,,,,membrane [GO:0016020],,,,,,
 TC0252,TC0252,245,Q9PL56,,172,,CT862,CTL0237,Type III secretion chaperone,20.4,Type III secretion,FALSE,FALSE,FALSE,FALSE,FALSE,LcrH/SycD chaperone family,,,,Q9PL56,,,,,,protein serine/threonine kinase activity [GO:0004674],,,,,
 TC0253,TC0253,246,Q9PL55,,490,,CT863,CTL0238,Uncharacterized protein,54.7,Unknown,FALSE,TRUE,FALSE,FALSE,FALSE,,,,,Q9PL55,,,,,,,,,,,
 TC0254,TC0254,247,Q9PL54,,105,,,,Uncharacterized protein,12.0,Unknown,FALSE,TRUE,FALSE,FALSE,FALSE,,,,,Q9PL54,,,,,,,,,,,
xerD TC0255,TC0255,248,Q9PL53,xerD,301,,CT864,CTL0243,Tyrosine recombinase XerD,34.9,Replication,FALSE,FALSE,TRUE,FALSE,FALSE,"'phage' integrase family, XerD subfamily",,,,Q9PL53,,,,cell division [GO:0051301]; chromosome segregation [GO:0007059]; DNA transposition [GO:0006313],cytoplasm [GO:0005737],DNA binding [GO:0003677]; tyrosine-based site-specific recombinase activity [GO:0009037],Cytoplasm {ECO:0000255|HAMAP-Rule:MF_01807}.,Forms a cyclic heterotetrameric complex composed of two molecules of XerC and two molecules of XerD. {ECO:0000255|HAMAP-Rule:MF_01807}.,,,
 TC0256,TC0256,249,Q9PL52,,328,,CT865,CTL0244,Alpha fucosidase A-like C-terminal domain-containing protein,37.5,Unknown,FALSE,TRUE,FALSE,FALSE,FALSE,,,,,Q9PL52,,,,,,,,,,,
glgB TC0257,TC0257,250,Q9PL51,glgB,737,,CT866,CTL0245,"1,4-alpha-glucan branching enzyme GlgB (EC 2.4.1.18) (1,4-alpha-D-glucan:1,4-alpha-D-glucan 6-glucosyl-transferase) (Alpha-(1->4)-glucan branching enzyme) (Glycogen branching enzyme) (BE)",84.6,Inermediary metabolism,FALSE,FALSE,FALSE,FALSE,FALSE,"Glycosyl hydrolase 13 family, GlgB subfamily",,,,Q9PL51,,,,glycogen biosynthetic process [GO:0005978],,"1,4-alpha-glucan branching enzyme activity [GO:0003844]; 1,4-alpha-glucan branching enzyme activity (using a glucosylated glycogenin as primer for glycogen synthesis) [GO:0102752]; cation binding [GO:0043169]; hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]",,Monomer. {ECO:0000255|HAMAP-Rule:MF_00685}.,,,
 TC0258,TC0258,251,Q9PL50,,335,,CT867,CTL0246,Ubiquitin-like protease family profile domain-containing protein,37.6,Secreted effector,TRUE,FALSE,FALSE,TRUE,FALSE,,,,,Q9PL50,,,,proteolysis [GO:0006508],host cell [GO:0043657]; membrane [GO:0016020],cysteine-type peptidase activity [GO:0008234],Host cell {ECO:0000256|ARBA:ARBA00004340}. Membrane {ECO:0000256|ARBA:ARBA00004167}; Single-pass membrane protein {ECO:0000256|ARBA:ARBA00004167}. Secreted {ECO:0000256|ARBA:ARBA00004613}.,,,,
 TC0259,TC0259,252,Q9PL49,,156,,,,Uncharacterized protein,17.8,Unknown,FALSE,TRUE,FALSE,FALSE,FALSE,,,,,Q9PL49,,,,,membrane [GO:0016020],,,,,,
 TC0260,TC0260,253,Q9PL48,,369,,CT868,CTL0247,Uncharacterized protein,41.8,Secreted effector,FALSE,FALSE,FALSE,TRUE,FALSE,,,,,Q9PL48,,,,,membrane [GO:0016020],,,,,,
pmpE TC0261,TC0261,254,Q9PL47,pmpE,976,,CT869,CTL0248,Probable outer membrane protein PmpE (Polymorphic membrane protein E),106.0,Cell envelope,TRUE,FALSE,FALSE,FALSE,FALSE,PMP outer membrane protein family,,,,Q9PL47,https://raw.githubusercontent.com/khybiske/ChlamAtlas/refs/heads/main/AFmodels/CM/TC0261.png,AF3,,,cell outer membrane [GO:0009279]; extracellular region [GO:0005576],,"Secreted, cell wall. Cell outer membrane {ECO:0000305}; Peripheral membrane protein {ECO:0000305}; Extracellular side {ECO:0000305}.",,,,
pmpF TC0262,TC0262,255,Q9PL46,pmpF,1025,,CT870,CTL0249,Probable outer membrane protein PmpF (Polymorphic membrane protein F),111.5,Cell envelope,TRUE,FALSE,FALSE,FALSE,FALSE,PMP outer membrane protein family,,,,Q9PL46,,,,,cell outer membrane [GO:0009279]; extracellular region [GO:0005576],,"Secreted, cell wall. Cell outer membrane {ECO:0000305}; Peripheral membrane protein {ECO:0000305}; Extracellular side {ECO:0000305}.",,,,
pmpG TC0263,TC0263,256,Q9PL45,pmpG,987,,CT871,CTL0250,Probable outer membrane protein PmpG (Polymorphic membrane protein G),104.9,Cell envelope,TRUE,FALSE,FALSE,FALSE,FALSE,PMP outer membrane protein family,,,,Q9PL45,,,,,cell outer membrane [GO:0009279]; extracellular region [GO:0005576],,"Secreted, cell wall. Cell outer membrane {ECO:0000305}; Peripheral membrane protein {ECO:0000305}; Extracellular side {ECO:0000305}.",,,,
pmpH TC0264,TC0264,257,Q9PL44,pmpH,980,,CT872,CTL0251,Probable outer membrane protein PmpH (Polymorphic membrane protein H),104.7,Cell envelope,TRUE,FALSE,FALSE,FALSE,FALSE,PMP outer membrane protein family,,,,Q9PL44,,,,,cell outer membrane [GO:0009279]; extracellular region [GO:0005576],,"Secreted, cell wall. Cell outer membrane {ECO:0000305}; Peripheral membrane protein {ECO:0000305}; Extracellular side {ECO:0000305}.",,,,
 TC0265,TC0265,258,Q9PL43,,84,,,,Ovule protein,10.1,Unknown,FALSE,TRUE,FALSE,FALSE,FALSE,,,,,Q9PL43,,,,,,,,,,,
 TC0266,TC0266,259,Q9PL42,,196,,CT873,CTL0252,Uncharacterized protein,21.7,Unknown,FALSE,TRUE,FALSE,FALSE,FALSE,,,,,Q9PL42,,,,,,,,,,,
pmpI TC0267,TC0267,260,Q9PL41,pmpI,867,,CT874,CTL0254,Probable outer membrane protein PmpI (Polymorphic membrane protein I),95.0,Cell envelope,TRUE,FALSE,FALSE,FALSE,FALSE,PMP outer membrane protein family,,,,Q9PL41,,,,,cell outer membrane [GO:0009279]; extracellular region [GO:0005576],,"Secreted, cell wall. Cell outer membrane {ECO:0000305}; Peripheral membrane protein {ECO:0000305}; Extracellular side {ECO:0000305}.",,,,
 TC0268,TC0268,261,Q9PL40,,614,,CT875,CTL0255,Uncharacterized protein TC_0268,69.4,Secreted effector,FALSE,FALSE,FALSE,TRUE,FALSE,,,,,Q9PL40,,,,,,,,,,,
 TC0269,TC0269,262,Q9PL39,,89,,CT001,CTL0256,DUF378 domain-containing protein,9.4,Unknown,FALSE,TRUE,FALSE,FALSE,FALSE,,,,,Q9PL39,,,,,membrane [GO:0016020],,,,,,
gatC TC0270,TC0270,263,Q9PL38,gatC,100,,CT002,CTL0257,Glutamyl-tRNA(Gln) amidotransferase subunit C (Glu-ADT subunit C) (EC 6.3.5.-),11.1,Translation,FALSE,FALSE,FALSE,FALSE,FALSE,GatC family,,,,Q9PL38,,,,regulation of translational fidelity [GO:0006450]; translation [GO:0006412],,asparaginyl-tRNA synthase (glutamine-hydrolyzing) activity [GO:0050566]; ATP binding [GO:0005524]; glutaminyl-tRNA synthase (glutamine-hydrolyzing) activity [GO:0050567],,"Heterotrimer of A, B and C subunits. {ECO:0000250}.",,,
gatA TC0271,TC0271,264,Q9PL37,gatA,491,,CT003,CTL0258,Glutamyl-tRNA(Gln) amidotransferase subunit A (Glu-ADT subunit A) (EC 6.3.5.7),53.5,Translation,FALSE,FALSE,FALSE,FALSE,FALSE,"Amidase family, GatA subfamily",,,,Q9PL37,,,,translation [GO:0006412],glutamyl-tRNA(Gln) amidotransferase complex [GO:0030956],ATP binding [GO:0005524]; glutaminyl-tRNA synthase (glutamine-hydrolyzing) activity [GO:0050567],,"Heterotrimer of A, B and C subunits. {ECO:0000250}.",,,
gatB TC0272,TC0272,265,Q9PL36,gatB,488,,CT004,CTL0259,Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B (Asp/Glu-ADT subunit B) (EC 6.3.5.-),54.8,Translation,FALSE,FALSE,FALSE,FALSE,FALSE,"GatB/GatE family, GatB subfamily",,,,Q9PL36,,,,translation [GO:0006412],,asparaginyl-tRNA synthase (glutamine-hydrolyzing) activity [GO:0050566]; ATP binding [GO:0005524]; glutaminyl-tRNA synthase (glutamine-hydrolyzing) activity [GO:0050567],,"Heterotrimer of A, B and C subunits. {ECO:0000250}.",,,
